address,lat,long,geometry,STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
"T24N R15W Sec 15 NW SE NE, PLEASANTON TWP, MI 49614",44.4654295,-86.1141045,"[-86.1141045, 44.4654295]","26","101","000100","26101000100","1",Census Tract 1,G5020,S,"366172417","1359777","+44.4339179","-085.9565565"
"825 S WHITAKER ST, NEW BUFFALO, MI 49117",41.7939302,-86.7439154,"[-86.74391539999999, 41.7939302]","26","021","011302","26021011302","113.02",Census Tract 113.02,G5020,S,"8582223","2896702","+41.7784661","-086.7782942"
"3840 LIVINGSTON RD, BRIDGMAN, MI 49106",41.9680958,-86.5462803,"[-86.54628029999999, 41.9680958]","26","021","011101","26021011101","111.01",Census Tract 111.01,G5020,S,"30078429","6773292","+41.9545171","-086.5567138"
"ONE COOK PLACE, BRIDGMAN, MI 49106",41.9792799,-86.5533109,"[-86.5533109, 41.9792799]","26","021","011101","26021011101","111.01",Census Tract 111.01,G5020,S,"30078429","6773292","+41.9545171","-086.5567138"
"9970 RED ARROW HWY, BRIDGMAN, MI 49106",41.9377808,-86.5683052,"[-86.5683052, 41.9377808]","26","021","011101","26021011101","111.01",Census Tract 111.01,G5020,S,"30078429","6773292","+41.9545171","-086.5567138"
"9890 Red Arrow Hwy, BRIDGMAN, MI 49106",41.9395071,-86.5664915,"[-86.5664915, 41.9395071]","26","021","011101","26021011101","111.01",Census Tract 111.01,G5020,S,"30078429","6773292","+41.9545171","-086.5567138"
"3000 Block of Lemon Creek RD, BRIDGMAN, MI 49106",41.9573212,-86.525989,"[-86.525989, 41.9573212]","26","021","011101","26021011101","111.01",Census Tract 111.01,G5020,S,"30078429","6773292","+41.9545171","-086.5567138"
"9850 RED ARROW HWY, BRIDGMAN, MI 49106",41.940511,-86.5664127,"[-86.5664127, 41.940511]","26","021","011101","26021011101","111.01",Census Tract 111.01,G5020,S,"30078429","6773292","+41.9545171","-086.5567138"
"9864 CHURCH ST, BRIDGMAN, MI 49106",41.939841,-86.554641,"[-86.55464099999999, 41.939841]","26","021","011102","26021011102","111.02",Census Tract 111.02,G5020,S,"25667113","109260","+41.9106481","-086.5479072"
"11365 RED ARROW HWY., BRIDGMAN, MI 49106",41.913307,-86.5823787,"[-86.58237869999999, 41.913307]","26","021","011102","26021011102","111.02",Census Tract 111.02,G5020,S,"25667113","109260","+41.9106481","-086.5479072"
"10291 RED ARROW HWY, BRIDGMAN, MI 49106",41.932044,-86.5695825,"[-86.5695825, 41.932044]","26","021","011102","26021011102","111.02",Census Tract 111.02,G5020,S,"25667113","109260","+41.9106481","-086.5479072"
"16736 S Avery Rd, THREE OAKS, MI 49128",41.8352393,-86.5747236,"[-86.5747236, 41.8352393]","26","021","011202","26021011202","112.02",Census Tract 112.02,G5020,S,"33757299","564228","+41.8526962","-086.6059947"
"R9W  T14N Sec 12, MECOSTA, MI 49332",41.8006819,-86.7207646,"[-86.7207646, 41.8006819]","26","021","011301","26021011301","113.01",Census Tract 113.01,G5020,S,"49720303","2546823","+41.7922313","-086.7072819"
"238 N West ST, COLOMA, MI 49038",42.1878268,-86.3083126,"[-86.3083126, 42.1878268]","26","021","010201","26021010201","102.01",Census Tract 102.01,G5020,S,"35154897","642636","+42.1969587","-086.3246508"
"13145 Red Arrow Hwy, SAWYER, MI 49125",41.8799037,-86.6126999,"[-86.6126999, 41.8799037]","26","021","011201","26021011201","112.01",Census Tract 112.01,G5020,S,"23058706","6325761","+41.8627493","-086.6415435"
"13092 RED ARROW HIGHWAY, SAWYER, MI 49125",41.8804589,-86.6131332,"[-86.6131332, 41.8804589]","26","021","011201","26021011201","112.01",Census Tract 112.01,G5020,S,"23058706","6325761","+41.8627493","-086.6415435"
"622  LANGLEY AVE, SAINT JOSEPH, MI 49085",42.103447,-86.4763155,"[-86.4763155, 42.103447]","26","021","000802","26021000802","8.02",Census Tract 8.02,G5020,S,"2134307","249269","+42.1021691","-086.4794266"
"Station #4357, SAINT JOSEPH, MI 49085",42.0938577,-86.4895463,"[-86.4895463, 42.0938577]","26","021","000802","26021000802","8.02",Census Tract 8.02,G5020,S,"2134307","249269","+42.1021691","-086.4794266"
"233 and 235 Broad St, SAINT JOSEPH, MI 49085",42.1104868,-86.4844452,"[-86.4844452, 42.1104868]","26","021","000801","26021000801","8.01",Census Tract 8.01,G5020,S,"3119414","3214098","+42.1089494","-086.4881780"
"481 RENAISSANCE DR, SAINT JOSEPH, MI 49085",42.1167959,-86.475091,"[-86.47509099999999, 42.1167959]","26","021","000801","26021000801","8.01",Census Tract 8.01,G5020,S,"3119414","3214098","+42.1089494","-086.4881780"
"425 STATE ST, SAINT JOSEPH, MI 49085",42.1078867,-86.4827141,"[-86.4827141, 42.10788669999999]","26","021","000801","26021000801","8.01",Census Tract 8.01,G5020,S,"3119414","3214098","+42.1089494","-086.4881780"
"303 UPTON DRIVE, SAINT JOSEPH, MI 49085",42.1171362,-86.478646,"[-86.478646, 42.1171362]","26","021","000801","26021000801","8.01",Census Tract 8.01,G5020,S,"3119414","3214098","+42.1089494","-086.4881780"
"220 MAIN STREET, SAINT JOSEPH, MI 49085",42.1095262,-86.4808183,"[-86.4808183, 42.1095262]","26","021","000801","26021000801","8.01",Census Tract 8.01,G5020,S,"3119414","3214098","+42.1089494","-086.4881780"
"38 FOURTH ST, COLDWATER, MI 49036",41.9584539,-84.9919112,"[-84.99191119999999, 41.95845389999999]","26","023","951301","26023951301","9513.01",Census Tract 9513.01,G5020,S,"45442064","0","+41.9421632","-084.9592668"
"SE Corner of E State St and N Michigan A, COLDWATER, MI 49036",41.9562587,-84.9809174,"[-84.9809174, 41.9562587]","26","023","951301","26023951301","9513.01",Census Tract 9513.01,G5020,S,"45442064","0","+41.9421632","-084.9592668"
"657 E CHICAGO ROAD, COLDWATER, MI 49036",41.9371651,-84.9513935,"[-84.9513935, 41.9371651]","26","023","951301","26023951301","9513.01",Census Tract 9513.01,G5020,S,"45442064","0","+41.9421632","-084.9592668"
"572 Newton Road, COLDWATER, MI 49036",41.9744642,-84.9667692,"[-84.9667692, 41.9744642]","26","023","951301","26023951301","9513.01",Census Tract 9513.01,G5020,S,"45442064","0","+41.9421632","-084.9592668"
"609 Jonesville Road, COLDWATER, MI 49036",41.9854215,-84.9500052,"[-84.95000519999999, 41.9854215]","26","023","951301","26023951301","9513.01",Census Tract 9513.01,G5020,S,"45442064","0","+41.9421632","-084.9592668"
"4936  State Rd. NE, KALKASKA, MI 49646",44.7715769,-85.073038,"[-85.073038, 44.7715769]","26","079","950202","26079950202","9502.02",Census Tract 9502.02,G5020,S,"158630375","810783","+44.7950696","-085.1473494"
"2170  Rabourn Rd. NE, KALKASKA, MI 49646",44.7718245,-85.1294389,"[-85.1294389, 44.7718245]","26","079","950202","26079950202","9502.02",Census Tract 9502.02,G5020,S,"158630375","810783","+44.7950696","-085.1473494"
"3301 WOOD RD, KALKASKA, MI 49646",44.8009316,-85.1062587,"[-85.1062587, 44.8009316]","26","079","950202","26079950202","9502.02",Census Tract 9502.02,G5020,S,"158630375","810783","+44.7950696","-085.1473494"
"WOOD ROAD, KALKASKA, MI 49646",44.8014398,-85.1013376,"[-85.1013376, 44.8014398]","26","079","950202","26079950202","9502.02",Census Tract 9502.02,G5020,S,"158630375","810783","+44.7950696","-085.1473494"
"County Road 571, KALKASKA, MI 49646",44.7426158,-85.0523647,"[-85.0523647, 44.7426158]","26","079","950202","26079950202","9502.02",Census Tract 9502.02,G5020,S,"158630375","810783","+44.7950696","-085.1473494"
"US HWY 131 and Dorman Rd, RAPID RIV TWP, MI 49646",44.7866613,-85.170733,"[-85.170733, 44.7866613]","26","079","950202","26079950202","9502.02",Census Tract 9502.02,G5020,S,"158630375","810783","+44.7950696","-085.1473494"
"812 WOOD ROAD NW, RAPID CITY, MI 49676",44.8018677,-85.188795,"[-85.188795, 44.8018677]","26","079","950202","26079950202","9502.02",Census Tract 9502.02,G5020,S,"158630375","810783","+44.7950696","-085.1473494"
"3947 US 131 NORTH, KALKASKA, MI 49646",44.771205,-85.161304,"[-85.161304, 44.77120499999999]","26","079","950202","26079950202","9502.02",Census Tract 9502.02,G5020,S,"158630375","810783","+44.7950696","-085.1473494"
"7815 N US 131, KALKASKA, MI 49646",44.8150028,-85.1398977,"[-85.13989769999999, 44.81500279999999]","26","079","950202","26079950202","9502.02",Census Tract 9502.02,G5020,S,"158630375","810783","+44.7950696","-085.1473494"
"499 WOOD ROAD, RAPID CITY, MI 49676",44.8004478,-85.1860796,"[-85.1860796, 44.8004478]","26","079","950202","26079950202","9502.02",Census Tract 9502.02,G5020,S,"158630375","810783","+44.7950696","-085.1473494"
"NE 1/4 Section 10, RAPID RIV TWP, MI 49676",44.8098669,-85.2929384,"[-85.2929384, 44.8098669]","26","079","950201","26079950201","9502.01",Census Tract 9502.01,G5020,S,"68837281","6791842","+44.8196483","-085.2682511"
"5141 S. 184TH STREET, HESPERIA, MI 49421",43.5484039,-86.1004834,"[-86.1004834, 43.5484039]","26","127","010600","26127010600","106",Census Tract 106,G5020,S,"367123946","4585566","+43.5554452","-086.1594917"
"1251 NINTH ST, BALDWIN, MI 49304",43.8978531,-85.8495689,"[-85.8495689, 43.8978531]","26","085","961100","26085961100","9611",Census Tract 9611,G5020,S,"270561305","2379494","+43.8598819","-085.7210355"
"M-37 & 72ND ST, BALDWIN, MI 49304",43.8571938,-85.8514277,"[-85.8514277, 43.8571938]","26","085","961100","26085961100","9611",Census Tract 9611,G5020,S,"270561305","2379494","+43.8598819","-085.7210355"
"5629 SOUTH FORMAN RD, BALDWIN, MI 49304",43.9062138,-85.8043383,"[-85.8043383, 43.9062138]","26","085","961100","26085961100","9611",Census Tract 9611,G5020,S,"270561305","2379494","+43.8598819","-085.7210355"
"301 N Main St, CHASE, MI 49623",43.8878438,-85.6358988,"[-85.6358988, 43.8878438]","26","085","961100","26085961100","9611",Census Tract 9611,G5020,S,"270561305","2379494","+43.8598819","-085.7210355"
"2431 M-37, BALDWIN, MI 49304",43.9433704,-85.8515088,"[-85.85150879999999, 43.9433704]","26","085","961100","26085961100","9611",Census Tract 9611,G5020,S,"270561305","2379494","+43.8598819","-085.7210355"
"32ND ST, WEBBER TWP, MI 49304",43.9296819,-85.864643,"[-85.864643, 43.9296819]","26","085","961200","26085961200","9612",Census Tract 9612,G5020,S,"211636581","6570255","+43.8789608","-085.9435238"
"CSX RAIL YARD 209 EIGHTH ST  PO BOX 641, BALDWIN, MI 49304",43.9011229,-85.8517287,"[-85.8517287, 43.9011229]","26","085","961200","26085961200","9612",Census Tract 9612,G5020,S,"211636581","6570255","+43.8789608","-085.9435238"
"6771 South Astor Road, BALDWIN, MI 49304",43.8893528,-85.8630185,"[-85.8630185, 43.8893528]","26","085","961200","26085961200","9612",Census Tract 9612,G5020,S,"211636581","6570255","+43.8789608","-085.9435238"
"2800  Estes St, NORTON SHORES, MI 49441",43.2014258,-86.2866335,"[-86.2866335, 43.2014258]","26","121","002300","26121002300","23",Census Tract 23,G5020,S,"8297963","9142169","+43.1890424","-086.3115043"
"2669 WICKHAM DR, MUSKEGON, MI 49441",43.2041931,-86.2837155,"[-86.2837155, 43.2041931]","26","121","002300","26121002300","23",Census Tract 23,G5020,S,"8297963","9142169","+43.1890424","-086.3115043"
"2860 MC CRACKEN, MUSKEGON, MI 49443",43.2004019,-86.2923427,"[-86.29234269999999, 43.2004019]","26","121","002300","26121002300","23",Census Tract 23,G5020,S,"8297963","9142169","+43.1890424","-086.3115043"
"2875 LINCOLN ST, MUSKEGON, MI 49441",43.2014772,-86.3045959,"[-86.3045959, 43.2014772]","26","121","002300","26121002300","23",Census Tract 23,G5020,S,"8297963","9142169","+43.1890424","-086.3115043"
"2925 LINCOLN ST, MUSKEGON, MI 49441",43.1999039,-86.3033915,"[-86.30339149999999, 43.1999039]","26","121","002300","26121002300","23",Census Tract 23,G5020,S,"8297963","9142169","+43.1890424","-086.3115043"
"2850 LINCOLN, MUSKEGON, MI 49441",43.2011895,-86.3026588,"[-86.30265879999999, 43.2011895]","26","121","002300","26121002300","23",Census Tract 23,G5020,S,"8297963","9142169","+43.1890424","-086.3115043"
"2817 MCCRACKEN ST, MUSKEGON, MI 49441",43.2017005,-86.2935793,"[-86.29357929999999, 43.2017005]","26","121","002300","26121002300","23",Census Tract 23,G5020,S,"8297963","9142169","+43.1890424","-086.3115043"
"6259 NORTON INDUSTRIAL CT, MUSKEGON, MI 49441",43.1880229,-86.2822324,"[-86.2822324, 43.1880229]","26","121","002400","26121002400","24",Census Tract 24,G5020,S,"5148719","1054256","+43.1844563","-086.2664097"
"1239 E BROADWAY, MUSKEGON, MI 49444",43.2011741,-86.2143229,"[-86.2143229, 43.2011741]","26","121","002601","26121002601","26.01",Census Tract 26.01,G5020,S,"5461346","311600","+43.1886601","-086.2194962"
"848 E BROADWAY, MUSKEGON, MI 49444",43.2017531,-86.2238352,"[-86.2238352, 43.2017531]","26","121","002601","26121002601","26.01",Census Tract 26.01,G5020,S,"5461346","311600","+43.1886601","-086.2194962"
"3584 AIRLINE, MUSKEGON, MI 49444",43.1884944,-86.2309942,"[-86.2309942, 43.1884944]","26","121","002601","26121002601","26.01",Census Tract 26.01,G5020,S,"5461346","311600","+43.1886601","-086.2194962"
"1004 East Broadway Avenu, NORTON SHORES, MI 49444",43.2019226,-86.2197803,"[-86.2197803, 43.2019226]","26","121","002601","26121002601","26.01",Census Tract 26.01,G5020,S,"5461346","311600","+43.1886601","-086.2194962"
"2051 S. Harvey St., MUSKEGON, MI 49443",43.1687799,-86.2055743,"[-86.2055743, 43.1687799]","26","121","002602","26121002602","26.02",Census Tract 26.02,G5020,S,"17684779","867686","+43.1446154","-086.2278325"
"1953 South Harvey Street, MUSKEGON, MI 49442",43.1687799,-86.2055743,"[-86.2055743, 43.1687799]","26","121","002602","26121002602","26.02",Census Tract 26.02,G5020,S,"17684779","867686","+43.1446154","-086.2278325"
"1218 PONTALUNA RD, SPRING LAKE, MI 49456",43.1413761,-86.2125017,"[-86.21250169999999, 43.1413761]","26","121","002602","26121002602","26.02",Census Tract 26.02,G5020,S,"17684779","867686","+43.1446154","-086.2278325"
"1146 N Gateway Boulevard, MUSKEGON, MI 49441",43.1447892,-86.2164055,"[-86.2164055, 43.14478920000001]","26","121","002602","26121002602","26.02",Census Tract 26.02,G5020,S,"17684779","867686","+43.1446154","-086.2278325"
"711 East Porter Road, NORTON SHORES, MI 49441",43.157326,-86.2274421,"[-86.22744209999999, 43.157326]","26","121","002602","26121002602","26.02",Census Tract 26.02,G5020,S,"17684779","867686","+43.1446154","-086.2278325"
"851 East Porter Rd., MUSKEGON, MI 49441",43.1579428,-86.225348,"[-86.225348, 43.1579428]","26","121","002602","26121002602","26.02",Census Tract 26.02,G5020,S,"17684779","867686","+43.1446154","-086.2278325"
"1165 N GATEWAY BLVD, MUSKEGON, MI 49441",43.1434124,-86.2159291,"[-86.2159291, 43.1434124]","26","121","002602","26121002602","26.02",Census Tract 26.02,G5020,S,"17684779","867686","+43.1446154","-086.2278325"
"6870 GRAND HAVEN RD, SPRING LAKE, MI 49456",43.1269955,-86.2201813,"[-86.2201813, 43.1269955]","26","121","002602","26121002602","26.02",Census Tract 26.02,G5020,S,"17684779","867686","+43.1446154","-086.2278325"
"1060 JUDSON RD, MUSKEGON, MI 49441",43.1258188,-86.2191054,"[-86.21910539999999, 43.1258188]","26","121","002602","26121002602","26.02",Census Tract 26.02,G5020,S,"17684779","867686","+43.1446154","-086.2278325"
"888 EAST PORTER RD, MUSKEGON, MI 49441",43.1592964,-86.222996,"[-86.222996, 43.1592964]","26","121","002602","26121002602","26.02",Census Tract 26.02,G5020,S,"17684779","867686","+43.1446154","-086.2278325"
"6430 NORTON CENTER DR, NORTON SHORES, MI 49441",43.1355839,-86.2170408,"[-86.21704079999999, 43.1355839]","26","121","002602","26121002602","26.02",Census Tract 26.02,G5020,S,"17684779","867686","+43.1446154","-086.2278325"
"2431 South Harvey Street, MUSKEGON, MI 49443",43.1687799,-86.2055743,"[-86.2055743, 43.1687799]","26","121","002602","26121002602","26.02",Census Tract 26.02,G5020,S,"17684779","867686","+43.1446154","-086.2278325"
"1251 E MOUNT GARFIELD ROAD, NORTON SHORES, MI 49441",43.1452035,-86.2146149,"[-86.2146149, 43.1452035]","26","121","002602","26121002602","26.02",Census Tract 26.02,G5020,S,"17684779","867686","+43.1446154","-086.2278325"
"16527 Wood Road, LANSING, MI 48906",42.7762327,-84.5215635,"[-84.5215635, 42.7762327]","26","037","010104","26037010104","101.04",Census Tract 101.04,G5020,S,"37779040","315989","+42.8206944","-084.4953501"
"1484 EAST HOWE RD., DEWITT, MI 48820",42.8384092,-84.5330864,"[-84.5330864, 42.8384092]","26","037","010104","26037010104","101.04",Census Tract 101.04,G5020,S,"37779040","315989","+42.8206944","-084.4953501"
"16527 Wood Rd., DEWITT, MI 48906",42.7762327,-84.5215635,"[-84.5215635, 42.7762327]","26","037","010104","26037010104","101.04",Census Tract 101.04,G5020,S,"37779040","315989","+42.8206944","-084.4953501"
"7734 CHILDSDALE RD, ROCKFORD, MI 49341",43.1034355,-85.5758021,"[-85.57580209999999, 43.1034355]","26","081","011002","26081011002","110.02",Census Tract 110.02,G5020,S,"13989941","522999","+43.0815439","-085.5657878"
"3800 7 MILE NE, PLAINFLD TWP, MI 49505",43.0713814,-85.5752998,"[-85.5752998, 43.0713814]","26","081","011002","26081011002","110.02",Census Tract 110.02,G5020,S,"13989941","522999","+43.0815439","-085.5657878"
"169 W PARK ST, FRUITPORT, MI 49415",43.1241233,-86.1601136,"[-86.1601136, 43.1241233]","26","121","002800","26121002800","28",Census Tract 28,G5020,S,"54026156","899069","+43.1431772","-086.1361298"
"5967 MAPLE ISLAND RD, NUNICA, MI 49448",43.1439325,-86.0685875,"[-86.06858749999999, 43.1439325]","26","121","002800","26121002800","28",Census Tract 28,G5020,S,"54026156","899069","+43.1431772","-086.1361298"
"2555  Oak Industrial Drive NE, GRAND RAPIDS, MI 49505",42.9752561,-85.6054175,"[-85.6054175, 42.9752561]","26","081","002300","26081002300","23",Census Tract 23,G5020,S,"5548538","191137","+42.9690856","-085.6146373"
"460  Fuller Ave. NE, GRAND RAPIDS, MI 49503",42.9721271,-85.6386696,"[-85.63866960000001, 42.9721271]","26","081","002300","26081002300","23",Census Tract 23,G5020,S,"5548538","191137","+42.9690856","-085.6146373"
"522  Plymouth Ave. NE, GRAND RAPIDS, MI 49505",42.9722861,-85.6249658,"[-85.6249658, 42.9722861]","26","081","002300","26081002300","23",Census Tract 23,G5020,S,"5548538","191137","+42.9690856","-085.6146373"
"2700 Oak Industrial Drive N.E., GRAND RAPIDS, MI 49505",42.9742715,-85.6024849,"[-85.6024849, 42.9742715]","26","081","002300","26081002300","23",Census Tract 23,G5020,S,"5548538","191137","+42.9690856","-085.6146373"
"507 PLYMOUTH NE, GRAND RAPIDS, MI 49505",42.9717626,-85.6290092,"[-85.6290092, 42.9717626]","26","081","002300","26081002300","23",Census Tract 23,G5020,S,"5548538","191137","+42.9690856","-085.6146373"
"2000 OAK INDUSTRIAL DR, GRAND RAPIDS, MI 49505",42.9745708,-85.6189202,"[-85.61892019999999, 42.9745708]","26","081","002300","26081002300","23",Census Tract 23,G5020,S,"5548538","191137","+42.9690856","-085.6146373"
"522 PLYMOUTH  NE, GRAND RAPIDS, MI 49505",42.9722861,-85.6249658,"[-85.6249658, 42.9722861]","26","081","002300","26081002300","23",Census Tract 23,G5020,S,"5548538","191137","+42.9690856","-085.6146373"
"2351 OAK INDUSTRIAL DR, GRAND RAPIDS, MI 49505",42.9754776,-85.611202,"[-85.61120199999999, 42.9754776]","26","081","002300","26081002300","23",Census Tract 23,G5020,S,"5548538","191137","+42.9690856","-085.6146373"
